"Year","Plot","Tag","Xcoor","Ycoor","No.leaves","Stalk_Height","Leaf.length","No.umbels","umbel.diam","demo.note","plantid","trt","death_year","state","psurvival","life_st","pflower","proc.note","No.leavesT1","No.umbelsT1","pflowerT1","psurvivalT1","pflowerTminus1"
2019,13,3823,18,"G","2",9,11,1,"2","","3823_13","control",2021,"alive",1,"Flowering",1,NA,NA,NA,NA,NA,0
2020,13,3823,18,"G",NA,NA,NA,NA,NA,"","3823_13","control",2021,NA,NA,NA,NA,NA,"0",NA,NA,0,1
2021,13,3823,18,"G","0",NA,NA,NA,NA,"NP","3823_13","control",2021,"dead",0,"Dead",NA,NA,NA,NA,NA,NA,NA
2016,6,3825,12,"C","4",NA,4.5,0,NA,"","3825_6","irrigated",2022,"alive",1,"Vegetative",0,NA,"3",0,0,1,NA
2017,6,3825,12,"C","3",NA,21.5,0,NA,"","3825_6","irrigated",2022,"alive",1,"Vegetative",0,NA,"1",0,0,1,0
2018,6,3825,12,"C","1",16,16,0,NA,"","3825_6","irrigated",2022,"alive",1,"Vegetative",0,NA,"2",1,1,1,0
2019,6,3825,12,"C","2",20,15,1,"4","","3825_6","irrigated",2022,"alive",1,"Flowering",1,NA,NA,NA,NA,NA,0
2020,6,3825,12,"C",NA,NA,NA,NA,NA,"NPNT","3825_6","irrigated",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2021,6,3825,12,"C",NA,NA,NA,NA,NA,"NPNT","3825_6","irrigated",2022,NA,NA,NA,NA,NA,"0",NA,NA,0,NA
2022,6,3825,12,"C","0",NA,NA,NA,NA,"NPNT. Tag pulled","3825_6","irrigated",2022,"dead",0,"Dead",NA,NA,NA,NA,NA,NA,NA
2016,13,3826,5,"A","1",NA,1.1,2,"2.2","Top eaten, only 1 leaf remaining","3826_13","control",NA,"alive",1,"Flowering",1,NA,"4",2,1,1,NA
2017,13,3826,5,"A","4",NA,11.5,2,"2.5","","3826_13","control",NA,"alive",1,"Flowering",1,NA,"1",0,0,1,1
2018,13,3826,5,"A","1",10,10,0,NA,"","3826_13","control",NA,"alive",1,"Vegetative",0,NA,"1",0,0,1,1
2019,13,3826,5,"A","1",NA,10,0,NA,"","3826_13","control",NA,"alive",1,"Vegetative",0,NA,"2",0,0,1,0
2020,13,3826,5,"A","2",NA,10.8,0,NA,"","3826_13","control",NA,"alive",1,"Vegetative",0,NA,"4",1,1,1,0
2021,13,3826,5,"A","4",14,12,1,"2","","3826_13","control",NA,"alive",1,"Flowering",1,NA,"3",2,1,1,0
2022,13,3826,5,"A","3",37,15,2,"SOS","","3826_13","control",NA,"alive",1,"Flowering",1,NA,"5",3,1,1,1
2023,13,3826,5,"A","5",25.5,12,3,"SOS","1 umbel dead","3826_13","control",NA,"alive",1,"Flowering",1,NA,"6",2,1,1,1
2024,13,3826,5,"A","6",21.5,9.5,2,"5","","3826_13","control",NA,"alive",1,"Flowering",1,NA,"2",1,1,1,1
2025,13,3826,5,"A","2",10,13.5,1,"2","","3826_13","control",NA,"alive",1,"Flowering",1,NA,NA,NA,NA,NA,1
2017,5,3827,11,"C","4",NA,12,2,"3","","3827_5","drought",2018,"alive",1,"Flowering",1,NA,"0",NA,NA,0,NA
2018,5,3827,11,"C","0",NA,NA,NA,NA,"no plant","3827_5","drought",2018,"dead",0,"Dead",NA,NA,NA,NA,NA,NA,1
2019,14,3829,19,"D","1",NA,8,0,NA,"","3829_14","drought",NA,"alive",1,"Vegetative",0,NA,NA,NA,NA,NA,NA
2020,14,3829,19,"D",NA,NA,NA,NA,NA,"","3829_14","drought",NA,NA,NA,NA,NA,NA,"1",0,0,1,0
2021,14,3829,19,"D","1",NA,12,0,NA,"","3829_14","drought",NA,"alive",1,"Vegetative",0,NA,"2",1,1,1,NA
2022,14,3829,19,"D","2",28,15,1,"5.5","outside of plot","3829_14","drought",NA,"alive",1,"Flowering",1,NA,"1",0,0,1,0
2023,14,3829,19,"D","1",NA,13,0,NA,"outside of plot","3829_14","drought",NA,"alive",1,"Vegetative",0,NA,"3",1,1,1,1
2024,14,3829,19,"D","3",18,14.5,1,"1.5","not in phen b/c outside plot","3829_14","drought",NA,"alive",1,"Flowering",1,NA,"1",0,0,1,0
2025,14,3829,19,"D","1",NA,18.5,0,NA,"outside plot","3829_14","drought",NA,"alive",1,"Vegetative",0,NA,NA,NA,NA,NA,1
2016,13,3830,18,"C","3",NA,5,0,NA,"","3830_13","control",2022,"alive",1,"Vegetative",0,NA,"1",0,0,1,NA
2017,13,3830,18,"C","1",NA,11,0,NA,"","3830_13","control",2022,"alive",1,"Vegetative",0,NA,"0",NA,NA,1,0
2018,13,3830,18,"C","0",NA,NA,NA,NA,"no plant","3830_13","control",2022,"dormant",1,"Dormant",NA,NA,"2",0,0,1,0
2019,13,3830,18,"C","2",NA,12.5,0,NA,"","3830_13","control",2022,"alive",1,"Vegetative",0,NA,NA,NA,NA,NA,NA
2020,13,3830,18,"C",NA,NA,NA,NA,NA,"","3830_13","control",2022,NA,NA,NA,NA,NA,"1",0,0,1,0
2021,13,3830,18,"C","1",NA,7.5,0,NA,"","3830_13","control",2022,"alive",1,"Vegetative",0,NA,"0",NA,NA,0,NA
2022,13,3830,18,"C","0",NA,NA,NA,NA,"NP","3830_13","control",2022,"dead",0,"Dead",NA,NA,NA,NA,NA,NA,0
2017,3,3831,4,"B","1",NA,10,1,"3","","3831_3","control",NA,"alive",1,"Flowering",1,NA,"2",0,0,1,NA
2018,3,3831,4,"B","2",18,18,0,NA,"","3831_3","control",NA,"alive",1,"Vegetative",0,NA,"2",1,1,1,1
2019,3,3831,4,"B","2",31,20,1,"4","","3831_3","control",NA,"alive",1,"Flowering",1,NA,"1",1,1,1,0
2020,3,3831,4,"B","1",14.5,15.6,1,"2.6","","3831_3","control",NA,"alive",1,"Flowering",1,NA,"2",0,0,1,1
2021,3,3831,4,"B","2",NA,22,0,NA,"","3831_3","control",NA,"alive",1,"Vegetative",0,NA,"2",0,0,1,1
2022,3,3831,4,"B","2",NA,29.5,0,NA,"","3831_3","control",NA,"alive",1,"Vegetative",0,NA,"3",2,1,1,0
2023,3,3831,4,"B","3",42.5,20,2,"SOS","","3831_3","control",NA,"alive",1,"Flowering",1,NA,"2",1,1,1,0
2024,3,3831,4,"B","2",30,21,1,"4","","3831_3","control",NA,"alive",1,"Flowering",1,NA,"1",1,1,1,1
2025,3,3831,4,"B","1",20,25,1,"3","","3831_3","control",NA,"alive",1,"Flowering",1,NA,NA,NA,NA,NA,1
2016,15,3832,8,"H","4",NA,10.7,1,"1","","3832_15","drought",2020,"alive",1,"Flowering",1,NA,"5",2,1,1,NA
2017,15,3832,8,"H","5",NA,13.5,2,"2.5","","3832_15","drought",2020,"alive",1,"Flowering",1,NA,"2",0,0,1,1
2018,15,3832,8,"H","2",13,13,0,NA,"","3832_15","drought",2020,"alive",1,"Vegetative",0,NA,"1",1,1,1,1
2019,15,3832,8,"H","1",13,11,1,"2","","3832_15","drought",2020,"alive",1,"Flowering",1,NA,"0",NA,NA,0,0
2020,15,3832,8,"H","0",NA,NA,NA,NA,"no plant","3832_15","drought",2020,"dead",0,"Dead",NA,NA,NA,NA,NA,NA,1
2016,5,3833,16,"B","3",NA,7,0,NA,"","3833_5","drought",NA,"alive",1,"Vegetative",0,NA,"2",1,1,1,NA
2017,5,3833,16,"B","2",NA,10,1,"3","","3833_5","drought",NA,"alive",1,"Flowering",1,NA,"1",0,0,1,0
2018,5,3833,16,"B","1",8.5,8.5,0,NA,"","3833_5","drought",NA,"alive",1,"Vegetative",0,NA,"1",0,0,1,1
2019,5,3833,16,"B","1",NA,10.5,0,NA,"","3833_5","drought",NA,"alive",1,"Vegetative",0,NA,NA,NA,NA,NA,0
2020,5,3833,16,"B",NA,NA,NA,NA,NA,"","3833_5","drought",NA,NA,NA,NA,NA,NA,"3",1,1,1,0
2021,5,3833,16,"B","3",18,14,1,"4","","3833_5","drought",NA,"alive",1,"Flowering",1,NA,"4",2,1,1,NA
2022,5,3833,16,"B","4",22,18,2,"SOS","","3833_5","drought",NA,"alive",1,"Flowering",1,NA,"2",1,1,1,1
2023,5,3833,16,"B","2",36,17,1,"7","","3833_5","drought",NA,"alive",1,"Flowering",1,NA,"4",2,1,1,1
2024,5,3833,16,"B","4",28,13.5,2,"7","","3833_5","drought",NA,"alive",1,"Flowering",1,NA,"2",1,1,1,1
2025,5,3833,16,"B","2",8.5,13,1,"2.5","","3833_5","drought",NA,"alive",1,"Flowering",1,NA,NA,NA,NA,NA,1
2016,12,3834,15,"C","4",NA,7.5,1,"6.2","","3834_12","irrigated",2023,"alive",1,"Flowering",1,NA,"2",0,0,1,NA
2017,12,3834,15,"C","2",NA,7.5,0,NA,"","3834_12","irrigated",2023,"alive",1,"Vegetative",0,NA,"2",0,0,1,1
2018,12,3834,15,"C","2",12.5,12.5,0,NA,"","3834_12","irrigated",2023,"alive",1,"Vegetative",0,NA,"0",NA,NA,1,0
2019,12,3834,15,"C","0",NA,NA,NA,NA,"no plant","3834_12","irrigated",2023,"dormant",1,"Dormant",NA,NA,NA,NA,NA,NA,0
2020,12,3834,15,"C",NA,NA,NA,NA,NA,"NPNT","3834_12","irrigated",2023,NA,NA,NA,NA,NA,"0",NA,NA,1,NA
2021,12,3834,15,"C","0",NA,NA,NA,NA,"NP","3834_12","irrigated",2023,"dormant",1,"Dormant",NA,NA,"1",0,0,1,NA
2022,12,3834,15,"C","1",NA,16,0,NA,"","3834_12","irrigated",2023,"alive",1,"Vegetative",0,NA,"0",NA,NA,0,NA
2023,12,3834,15,"C","0",NA,NA,NA,NA,"NP","3834_12","irrigated",2023,"dead",0,"Dead",NA,NA,NA,NA,NA,NA,0
2016,5,3836,9,"C","3",NA,4.7,1,"1.8","","3836_5","drought",NA,"alive",1,"Flowering",1,NA,"3",1,1,1,NA
2017,5,3836,9,"C","3",NA,11,1,"1.5","","3836_5","drought",NA,"alive",1,"Flowering",1,NA,"2",0,0,1,1
2018,5,3836,9,"C","2",8,8,0,NA,"","3836_5","drought",NA,"alive",1,"Vegetative",0,NA,"0",NA,NA,1,1
2019,5,3836,9,"C","0",NA,NA,NA,NA,"no plant","3836_5","drought",NA,"dormant",1,"Dormant",NA,NA,"1",0,0,1,0
2020,5,3836,9,"C","1",NA,9.8,0,NA,"","3836_5","drought",NA,"alive",1,"Vegetative",0,NA,"0",NA,NA,1,NA
2021,5,3836,9,"C","0",NA,NA,NA,NA,"NP","3836_5","drought",NA,"dormant",1,"Dormant",NA,NA,"1",0,0,1,0
2022,5,3836,9,"C","1",NA,14,0,NA,"","3836_5","drought",NA,"alive",1,"Vegetative",0,NA,"3",2,1,1,NA
2023,5,3836,9,"C","3",39,15,2,"3.5","","3836_5","drought",NA,"alive",1,"Flowering",1,NA,"4",2,1,1,0
2024,5,3836,9,"C","4",23,13,2,"6.5","","3836_5","drought",NA,"alive",1,"Flowering",1,NA,"2",1,1,1,1
2025,5,3836,9,"C","2",11,12,1,"3","","3836_5","drought",NA,"alive",1,"Flowering",1,NA,NA,NA,NA,NA,1
2021,14,3838,14,"G","2",NA,23,0,NA,"","3838_14","drought",NA,"alive",1,"Vegetative",0,NA,"3",1,1,1,NA
2022,14,3838,14,"G","3",4,18,1,"4","","3838_14","drought",NA,"alive",1,"Flowering",1,NA,"3",2,1,1,0
2023,14,3838,14,"G","3",64.5,20,2,"SOS","","3838_14","drought",NA,"alive",1,"Flowering",1,NA,"2",1,1,1,1
2024,14,3838,14,"G","2",30.5,17.5,1,"3.5","","3838_14","drought",NA,"alive",1,"Flowering",1,NA,"0",NA,NA,NA,1
2025,14,3838,14,"G","0",NA,NA,NA,NA,"NP","3838_14","drought",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2019,14,3840,17,"F","1",NA,8,0,NA,"","3840_14","drought",NA,"alive",1,"Vegetative",0,NA,NA,NA,NA,NA,NA
2020,14,3840,17,"F",NA,NA,NA,NA,NA,"","3840_14","drought",NA,NA,NA,NA,NA,NA,"0",NA,NA,1,0
2021,14,3840,17,"F","0",NA,NA,NA,NA,"NP","3840_14","drought",NA,"dormant",1,"Dormant",NA,NA,"2",0,0,1,NA
2022,14,3840,17,"F","2",NA,12.5,0,NA,"","3840_14","drought",NA,"alive",1,"Vegetative",0,NA,"1",0,0,1,NA
2023,14,3840,17,"F","1",NA,15,0,NA,"","3840_14","drought",NA,"alive",1,"Vegetative",0,NA,"2",1,1,1,0
2024,14,3840,17,"F","2",38.5,17.5,1,"4.5","","3840_14","drought",NA,"alive",1,"Flowering",1,NA,"0",NA,NA,NA,0
2025,14,3840,17,"F","0",NA,NA,NA,NA,"NP tag in 18F","3840_14","drought",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2016,2,3841,1,"C","8",NA,9.2,1,"3.8","","3841_2","control",2022,"alive",1,"Flowering",1,NA,"4",2,1,1,NA
2017,2,3841,1,"C","4",NA,11.5,2,"2.5","","3841_2","control",2022,"alive",1,"Flowering",1,NA,"2",1,1,1,1
2018,2,3841,1,"C","2",12,10.5,1,"3","","3841_2","control",2022,"alive",1,"Flowering",1,NA,"3",1,1,1,1
2019,2,3841,1,"C","3",9.5,11,1,"1.5","","3841_2","control",2022,"alive",1,"Flowering",1,NA,"3",2,1,1,1
2020,2,3841,1,"C","3",30,7.4,2,"SOS","","3841_2","control",2022,"alive",1,"Flowering",1,NA,"5",1,1,1,1
2021,2,3841,1,"C","5",18.5,12.5,1,"2","","3841_2","control",2022,"alive",1,"Flowering",1,NA,"0",NA,NA,0,1
2022,2,3841,1,"C","0",NA,NA,NA,NA,"NP","3841_2","control",2022,"dead",0,"Dead",NA,NA,NA,NA,NA,NA,1
2016,15,3843,11,"J","4",NA,13.5,1,"3","","3843_15","drought",2019,"alive",1,"Flowering",1,NA,"7",3,1,1,NA
2017,15,3843,11,"J","7",NA,15,3,"2.5","","3843_15","drought",2019,"alive",1,"Flowering",1,NA,"3",0,0,1,1
2018,15,3843,11,"J","3",18.5,18.5,0,"1","","3843_15","drought",2019,"alive",1,"Vegetative",0,NA,"0",NA,NA,0,1
2019,15,3843,11,"J","0",NA,NA,NA,NA,"no plant","3843_15","drought",2019,"dead",0,"Dead",NA,NA,NA,NA,NA,NA,0
2016,2,3844,8,"C","12",NA,7.5,0,NA,"","3844_2","control",2020,"alive",1,"Vegetative",0,NA,NA,NA,NA,1,NA
2017,2,3844,NA,NA,NA,NA,NA,NA,NA,NA,"3844_2","control",NA,NA,1,NA,NA,"plant missed in demo due to tag mishaps; surv imputed","4",0,0,1,0
2018,2,3844,8,"C","4",13,13,0,NA,"found plant with unlisted tag ","3844_2","control",2020,"alive",1,"Vegetative",0,NA,"1",0,0,1,NA
2019,2,3844,8,"C","1",NA,10.5,0,NA,"","3844_2","control",2020,"alive",1,"Vegetative",0,NA,"0",NA,NA,0,0
2020,2,3844,8,"C","0",NA,NA,NA,NA,"no plant","3844_2","control",2020,"dead",0,"Dead",NA,NA,NA,NA,NA,NA,0
2016,1,3845,7,"G","3",NA,6,2,"3.4","","3845_1","irrigated",2024,"alive",1,"Flowering",1,NA,"1",0,0,1,NA
2017,1,3845,7,"G","1",NA,10,0,NA,"","3845_1","irrigated",2024,"alive",1,"Vegetative",0,NA,"2",0,0,1,1
2018,1,3845,7,"G","2",15.5,15.5,0,NA,"","3845_1","irrigated",2024,"alive",1,"Vegetative",0,NA,"2",1,1,1,0
2019,1,3845,7,"G","2",10,10,1,"2","","3845_1","irrigated",2024,"alive",1,"Flowering",1,NA,"0",NA,NA,1,0
2020,1,3845,7,"G","0",NA,NA,NA,NA,"no plant","3845_1","irrigated",2024,"dormant",1,"Dormant",NA,NA,"1",0,0,1,1
2021,1,3845,7,"G","1",NA,16,0,NA,"","3845_1","irrigated",2024,"alive",1,"Vegetative",0,NA,"2",1,1,1,NA
2022,1,3845,7,"G","2",26,12.5,1,"2.5","","3845_1","irrigated",2024,"alive",1,"Flowering",1,NA,"1",0,0,1,0
2023,1,3845,7,"G","1",NA,20,0,NA,"","3845_1","irrigated",2024,"alive",1,"Vegetative",0,NA,"0",NA,NA,0,1
2024,1,3845,7,"G","0",NA,NA,NA,NA,"NP; moss","3845_1","irrigated",2024,"dead",0,"Dead",NA,NA,NA,NA,NA,NA,0
2021,3,3846,6,"D","1",NA,8,0,NA,"","3846_3","control",NA,"alive",1,"Vegetative",0,NA,"2",1,1,1,NA
2022,3,3846,6,"D","2",32,16,1,"4","","3846_3","control",NA,"alive",1,"Flowering",1,NA,"4",2,1,1,0
2023,3,3846,6,"D","4",46,23,2,"SOS","","3846_3","control",NA,"alive",1,"Flowering",1,NA,"3",2,1,1,1
2024,3,3846,6,"D","3",39,22,2,"8.5","","3846_3","control",NA,"alive",1,"Flowering",1,NA,"1",1,1,1,1
2025,3,3846,6,"D","1",16,17,1,"3","","3846_3","control",NA,"alive",1,"Flowering",1,NA,NA,NA,NA,NA,1
2016,2,3847,4,"E","1",NA,7,0,NA,"","3847_2","control",2022,"alive",1,"Vegetative",0,NA,"0",NA,NA,1,NA
2017,2,3847,4,"E","0",NA,NA,NA,NA,"No plant/dead?","3847_2","control",2022,"dormant",1,"Dormant",NA,NA,"1",0,0,1,0
2018,2,3847,4,"E","1",9,9,0,NA,"","3847_2","control",2022,"alive",1,"Vegetative",0,NA,"0",NA,NA,1,NA
2019,2,3847,4,"E","0",NA,NA,NA,NA,"no plant","3847_2","control",2022,"dormant",1,"Dormant",NA,NA,"1",0,0,1,0
2020,2,3847,4,"E","1",NA,7.6,0,NA,"","3847_2","control",2022,"alive",1,"Vegetative",0,NA,"1",0,0,1,NA
2021,2,3847,4,"E","1",NA,11,0,NA,"","3847_2","control",2022,"alive",1,"Vegetative",0,NA,"0",NA,NA,0,0
2022,2,3847,4,"E","0",NA,NA,NA,NA,"NP","3847_2","control",2022,"dead",0,"Dead",NA,NA,NA,NA,NA,NA,0
2016,15,3848,10,"J","4",NA,13,1,"2","","3848_15","drought",2023,"alive",1,"Flowering",1,NA,"7",2,1,1,NA
2017,15,3848,10,"J","7",NA,15,2,"3","","3848_15","drought",2023,"alive",1,"Flowering",1,NA,"2",1,1,1,1
2018,15,3848,10,"J","2",17,16.5,1,"2.8","","3848_15","drought",2023,"alive",1,"Flowering",1,NA,"2",0,0,1,1
2019,15,3848,10,"J","2",NA,13,0,NA,"","3848_15","drought",2023,"alive",1,"Vegetative",0,NA,NA,NA,NA,NA,1
2020,15,3848,10,"J",NA,NA,NA,NA,NA,"","3848_15","drought",2023,NA,NA,NA,NA,NA,"6",0,0,1,0
2021,15,3848,10,"J","6",NA,13,0,NA,"","3848_15","drought",2023,"alive",1,"Vegetative",0,NA,"3",2,1,1,NA
2022,15,3848,10,"J","3",28,20,2,"SOS","","3848_15","drought",2023,"alive",1,"Flowering",1,NA,"0",NA,NA,0,0
2023,15,3848,10,"J","0",NA,NA,NA,NA,"NP","3848_15","drought",2023,"dead",0,"Dead",NA,NA,NA,NA,NA,NA,1
2021,1,3850,17,"E","2",NA,13.5,0,NA,"","3850_1","irrigated",2024,"alive",1,"Vegetative",0,NA,"1",0,0,1,NA
2022,1,3850,17,"E","1",NA,19.5,0,NA,"","3850_1","irrigated",2024,"alive",1,"Vegetative",0,NA,"2",1,1,1,0
2023,1,3850,17,"E","2",27.5,14,1,"4","","3850_1","irrigated",2024,"alive",1,"Flowering",1,NA,"0",NA,NA,0,0
2024,1,3850,17,"E","0",NA,NA,NA,NA,"NP","3850_1","irrigated",2024,"dead",0,"Dead",NA,NA,NA,NA,NA,NA,1
2016,13,3853,16,"A","3",NA,7.5,0,NA,"","3853_13","control",NA,"alive",1,"Vegetative",0,NA,"6",3,1,1,NA
2017,13,3853,16,"A","6",NA,15,3,"2.5","","3853_13","control",NA,"alive",1,"Flowering",1,NA,"5",0,0,1,0
2018,13,3853,16,"A","5",12.5,12.5,0,NA,"","3853_13","control",NA,"alive",1,"Vegetative",0,NA,"10",1,1,1,1
2019,13,3853,16,"A","10",22,20.5,1,"4","","3853_13","control",NA,"alive",1,"Flowering",1,NA,"2",0,0,1,0
2020,13,3853,16,"A","2",NA,11.3,0,NA,"","3853_13","control",NA,"alive",1,"Vegetative",0,NA,"7",1,1,1,1
2021,13,3853,16,"A","7",26,19,1,"3","","3853_13","control",NA,"alive",1,"Flowering",1,NA,"6",4,1,1,0
2022,13,3853,16,"A","6",29,12,4,"SOS","","3853_13","control",NA,"alive",1,"Flowering",1,NA,"8",5,1,1,1
2023,13,3853,16,"A","8",35,15,5,"SOS","","3853_13","control",NA,"alive",1,"Flowering",1,NA,"1",0,0,1,1
2024,13,3853,16,"A","1",NA,9.5,0,NA,"accidentally pulled leaf","3853_13","control",NA,"alive",1,"Vegetative",0,NA,"3",0,0,1,1
2025,13,3853,16,"A","3",NA,23.5,0,NA,"","3853_13","control",NA,"alive",1,"Vegetative",0,NA,NA,NA,NA,NA,0
2016,2,3858,6,"B","3",NA,10.1,0,NA,"","3858_2","control",NA,"alive",1,"Vegetative",0,NA,"3",0,0,1,NA
2017,2,3858,6,"B","3",NA,8.3,0,NA,"","3858_2","control",NA,"alive",1,"Vegetative",0,NA,"3",1,1,1,0
2018,2,3858,6,"B","3",5.5,13,1,"0.5","","3858_2","control",NA,"alive",1,"Flowering",1,NA,"1",0,0,1,0
2019,2,3858,6,"B","1",NA,13,0,NA,"","3858_2","control",NA,"alive",1,"Vegetative",0,NA,"1",0,0,1,1
2020,2,3858,6,"B","1",NA,11.8,0,NA,"","3858_2","control",NA,"alive",1,"Vegetative",0,NA,"2",0,0,1,0
2021,2,3858,6,"B","2",NA,19,0,NA,"","3858_2","control",NA,"alive",1,"Vegetative",0,NA,"1",0,0,1,0
2022,2,3858,6,"B","1",NA,20,0,NA,"","3858_2","control",NA,"alive",1,"Vegetative",0,NA,"2",1,1,1,0
2023,2,3858,6,"B","2",31,13.5,1,"3.5","dead umbel?","3858_2","control",NA,"alive",1,"Flowering",1,NA,"1",1,1,1,0
2024,2,3858,6,"B","1",27.5,11,1,"1.5","accidentally pulled when measuring","3858_2","control",NA,"alive",1,"Flowering",1,NA,"0",NA,NA,NA,1
2025,2,3858,6,"B","0",NA,NA,NA,NA,"NP","3858_2","control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2016,1,3860,3,"D","3",NA,8.2,3,"5.8","","3860_1","irrigated",NA,"alive",1,"Flowering",1,NA,"4",1,1,1,NA
2017,1,3860,3,"D","4",NA,12.5,1,"4","","3860_1","irrigated",NA,"alive",1,"Flowering",1,NA,"2",0,0,1,1
2018,1,3860,3,"D","2",12.5,12.5,0,NA,"","3860_1","irrigated",NA,"alive",1,"Vegetative",0,NA,"1",0,0,1,1
2019,1,3860,3,"D","1",NA,8,0,NA,"","3860_1","irrigated",NA,"alive",1,"Vegetative",0,NA,"2",0,0,1,0
2020,1,3860,3,"D","2",NA,12.5,0,NA,"","3860_1","irrigated",NA,"alive",1,"Vegetative",0,NA,"1",0,0,1,0
2021,1,3860,3,"D","1",NA,13,0,NA,"","3860_1","irrigated",NA,"alive",1,"Vegetative",0,NA,"7",0,0,1,0
2022,1,3860,3,"D","7",NA,21,0,NA,"","3860_1","irrigated",NA,"alive",1,"Vegetative",0,NA,"2",1,1,1,0
2023,1,3860,3,"D","2",35,18,1,"9","","3860_1","irrigated",NA,"alive",1,"Flowering",1,NA,NA,NA,NA,NA,0
2024,1,3860,3,"D",NA,NA,NA,NA,NA,"NPNT","3860_1","irrigated",NA,NA,NA,NA,NA,NA,"1",0,0,1,1
2025,1,3860,3,"D","1",NA,23,0,NA,"","3860_1","irrigated",NA,"alive",1,"Vegetative",0,NA,NA,NA,NA,NA,NA
2016,2,3861,7,"A","4",NA,6.8,1,"1.1","","3861_2","control",NA,"alive",1,"Flowering",1,NA,"4",0,0,1,NA
2017,2,3861,7,"A","4",NA,5.2,0,NA,"Could be 2 plants","3861_2","control",NA,"alive",1,"Vegetative",0,NA,"2",0,0,1,1
2018,2,3861,7,"A","2",8,8,0,NA,"","3861_2","control",NA,"alive",1,"Vegetative",0,NA,"1",0,0,1,0
2019,2,3861,7,"A","1",NA,6,0,NA,"","3861_2","control",NA,"alive",1,"Vegetative",0,NA,"1",0,0,1,0
2020,2,3861,7,"A","1",NA,6.7,0,NA,"","3861_2","control",NA,"alive",1,"Vegetative",0,NA,"1",0,0,1,0
2021,2,3861,7,"A","1",NA,8,0,NA,"","3861_2","control",NA,"alive",1,"Vegetative",0,NA,"2",0,0,1,0
2022,2,3861,7,"A","2",NA,10,0,NA,"","3861_2","control",NA,"alive",1,"Vegetative",0,NA,"1",0,0,1,0
2023,2,3861,7,"A","1",NA,10.5,0,NA,"","3861_2","control",NA,"alive",1,"Vegetative",0,NA,"1",0,0,1,0
2024,2,3861,7,"A","1",NA,10,0,NA,"wilting","3861_2","control",NA,"alive",1,"Vegetative",0,NA,"2",0,0,1,0
2025,2,3861,7,"A","2",NA,13.5,0,NA,"","3861_2","control",NA,"alive",1,"Vegetative",0,NA,NA,NA,NA,NA,0
2016,15,3863,8,"I","4",NA,7.5,2,"2.1","","3863_15","drought",NA,"alive",1,"Flowering",1,NA,"7",3,1,1,NA
2017,15,3863,8,"I","7",NA,9.5,3,"3","","3863_15","drought",NA,"alive",1,"Flowering",1,NA,"6",1,1,1,1
2018,15,3863,8,"I","6",18.5,16,1,"2.3","","3863_15","drought",NA,"alive",1,"Flowering",1,NA,"2",1,1,1,1
2019,15,3863,8,"I","2",19.5,8.5,1,"2.5","","3863_15","drought",NA,"alive",1,"Flowering",1,NA,"2",1,1,1,1
2020,15,3863,8,"I","2",12.5,13.7,1,"1.4","","3863_15","drought",NA,"alive",1,"Flowering",1,NA,"2",1,1,1,1
2021,15,3863,8,"I","2",11,15,1,"3","","3863_15","drought",NA,"alive",1,"Flowering",1,NA,"3",2,1,1,1
2022,15,3863,8,"I","3",27,15,2,"SOS","","3863_15","drought",NA,"alive",1,"Flowering",1,NA,"5",3,1,1,1
2023,15,3863,8,"I","5",35,13,3,"SOS","","3863_15","drought",NA,"alive",1,"Flowering",1,NA,"5",3,1,1,1
2024,15,3863,8,"I","5",34.5,17,3,"7.5","","3863_15","drought",NA,"alive",1,"Flowering",1,NA,"0",NA,NA,NA,1
2025,15,3863,8,"I","0",NA,NA,NA,NA,"NP","3863_15","drought",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2016,2,3864,8,"G","1",NA,7,0,NA,"","3864_2","control",2021,"alive",1,"Vegetative",0,NA,"1",0,0,1,NA
2017,2,3864,8,"G","1",NA,8,0,NA,"","3864_2","control",2021,"alive",1,"Vegetative",0,NA,"1",0,0,1,0
2018,2,3864,8,"G","1",8,8,0,NA,"","3864_2","control",2021,"alive",1,"Vegetative",0,NA,"1",0,0,1,0
2019,2,3864,8,"G","1",NA,11,0,NA,"","3864_2","control",2021,"alive",1,"Vegetative",0,NA,"1",0,0,1,0
2020,2,3864,8,"G","1",NA,9.9,0,NA,"","3864_2","control",2021,"alive",1,"Vegetative",0,NA,"0",NA,NA,0,0
2021,2,3864,8,"G","0",NA,NA,NA,NA,"NP","3864_2","control",2021,"dead",0,"Dead",NA,NA,NA,NA,NA,NA,0
2016,2,3865,9,"F","3",NA,7,0,NA,"","3865_2","control",2023,"alive",1,"Vegetative",0,NA,"3",0,0,1,NA
2017,2,3865,9,"F","3",NA,7,0,NA,"","3865_2","control",2023,"alive",1,"Vegetative",0,NA,"2",0,0,1,0
2018,2,3865,9,"F","2",12.5,12.5,0,NA,"","3865_2","control",2023,"alive",1,"Vegetative",0,NA,"1",0,0,1,0
2019,2,3865,9,"F","1",NA,11,0,NA,"","3865_2","control",2023,"alive",1,"Vegetative",0,NA,"0",NA,NA,1,0
